SCATS Number,Location,NB_LATITUDE,NB_LONGITUDE,15 Minutes,Lane 1 Flow (Veh/15 Minutes)
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 07:00:00,20
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 07:15:00,28
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 07:30:00,44
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 07:45:00,59
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 08:00:00,33
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 08:15:00,54
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 08:30:00,58
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 08:45:00,45
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 09:00:00,71
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 09:15:00,78
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 09:30:00,56
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 09:45:00,86
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 10:00:00,69
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 10:15:00,82
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 10:30:00,81
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 10:45:00,92
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 11:00:00,97
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 11:15:00,105
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 11:30:00,131
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 11:45:00,155
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 12:00:00,142
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 12:15:00,148
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 12:30:00,147
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 12:45:00,131
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 13:00:00,173
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 13:15:00,160
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 13:30:00,165
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 13:45:00,121
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 14:00:00,138
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 14:15:00,154
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 14:30:00,149
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 14:45:00,151
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 15:00:00,139
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 15:15:00,181
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 15:30:00,162
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 15:45:00,160
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 16:00:00,153
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 16:15:00,164
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 16:30:00,166
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 16:45:00,142
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 17:00:00,175
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 17:15:00,180
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 17:30:00,193
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 17:45:00,151
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 18:00:00,167
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 18:15:00,156
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 18:30:00,142
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 18:45:00,163
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 19:00:00,148
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 19:15:00,122
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 19:30:00,104
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 19:45:00,100
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 20:00:00,91
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 20:15:00,84
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 20:30:00,78
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 20:45:00,69
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 21:00:00,58
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 21:15:00,78
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 21:30:00,72
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 21:45:00,80
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 22:00:00,81
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 22:15:00,103
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 22:30:00,94
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 22:45:00,106
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 23:00:00,95
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 23:15:00,113
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 23:30:00,123
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-28 23:45:00,99
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 00:00:00,97
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 00:15:00,107
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 00:30:00,93
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 00:45:00,89
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 01:00:00,85
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 01:15:00,78
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 01:30:00,75
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 01:45:00,81
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 02:00:00,64
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 02:15:00,54
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 02:30:00,49
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 02:45:00,49
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 03:00:00,61
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 03:15:00,61
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 03:30:00,54
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 03:45:00,50
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 04:00:00,41
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 04:15:00,49
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 04:30:00,52
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 04:45:00,38
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 05:00:00,29
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 05:15:00,40
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 05:30:00,46
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 05:45:00,24
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 06:00:00,28
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 06:15:00,23
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 06:30:00,23
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 06:45:00,23
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 07:00:00,20
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 07:15:00,31
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 07:30:00,17
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 07:45:00,32
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 08:00:00,22
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 08:15:00,22
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 08:30:00,34
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 08:45:00,26
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 09:00:00,28
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 09:15:00,44
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 09:30:00,35
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 09:45:00,47
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 10:00:00,65
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 10:15:00,58
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 10:30:00,67
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 10:45:00,80
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 11:00:00,71
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 11:15:00,91
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 11:30:00,104
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 11:45:00,80
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 12:00:00,111
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 12:15:00,108
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 12:30:00,135
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 12:45:00,123
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 13:00:00,156
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 13:15:00,117
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 13:30:00,106
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 13:45:00,113
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 14:00:00,111
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 14:15:00,141
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 14:30:00,108
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 14:45:00,130
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 15:00:00,139
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 15:15:00,161
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 15:30:00,141
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 15:45:00,151
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 16:00:00,161
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 16:15:00,155
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 16:30:00,175
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 16:45:00,150
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 17:00:00,170
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 17:15:00,152
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 17:30:00,181
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 17:45:00,160
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 18:00:00,158
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 18:15:00,143
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 18:30:00,178
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 18:45:00,152
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 19:00:00,131
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 19:15:00,115
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 19:30:00,97
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 19:45:00,86
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 20:00:00,68
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 20:15:00,81
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 20:30:00,83
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 20:45:00,89
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 21:00:00,80
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 21:15:00,72
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 21:30:00,68
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 21:45:00,78
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 22:00:00,78
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 22:15:00,58
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 22:30:00,92
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 22:45:00,74
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 23:00:00,57
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 23:15:00,82
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 23:30:00,50
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-29 23:45:00,45
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 00:00:00,40
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 00:15:00,52
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 00:30:00,29
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 00:45:00,27
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 01:00:00,21
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 01:15:00,14
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 01:30:00,17
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 01:45:00,13
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 02:00:00,11
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 02:15:00,10
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 02:30:00,7
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 02:45:00,7
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 03:00:00,5
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 03:15:00,11
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 03:30:00,8
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 03:45:00,9
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 04:00:00,9
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 04:15:00,8
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 04:30:00,4
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 04:45:00,4
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 05:00:00,15
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 05:15:00,8
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 05:30:00,3
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 05:45:00,6
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 06:00:00,10
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 06:15:00,9
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 06:30:00,21
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 06:45:00,32
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 07:00:00,26
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 07:15:00,34
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 07:30:00,41
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 07:45:00,65
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 08:00:00,67
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 08:15:00,61
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 08:30:00,71
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 08:45:00,64
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 09:00:00,87
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 09:15:00,67
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 09:30:00,50
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 09:45:00,69
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 10:00:00,63
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 10:15:00,66
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 10:30:00,73
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 10:45:00,84
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 11:00:00,71
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 11:15:00,65
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 11:30:00,85
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 11:45:00,91
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 12:00:00,87
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 12:15:00,93
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 12:30:00,103
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 12:45:00,100
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 13:00:00,78
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 13:15:00,107
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 13:30:00,89
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 13:45:00,111
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 14:00:00,117
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 14:15:00,113
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 14:30:00,95
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 14:45:00,152
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 15:00:00,154
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 15:15:00,175
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 15:30:00,194
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 15:45:00,172
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 16:00:00,244
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 16:15:00,260
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 16:30:00,285
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 16:45:00,302
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 17:00:00,338
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 17:15:00,345
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 17:30:00,348
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 17:45:00,361
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 18:00:00,310
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 18:15:00,386
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 18:30:00,341
2827,OFFRAMP_EASTERN_FWY W of BULLEEN_RD,-37.78127,145.07688,2006-10-30 18:45:00,345
